Country,State,Year,Crop Category,Season,Crop Name,Area (UOM:Ha(Hectares)),Production (UOM:t(Tonnes)),Yield (UOM:Kg/Ha(KilogramperHectare))
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Moong,94,81.498,867
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Other Pulses,5.08,7.1,1397.638
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Sunflower,0.54,0.433,801.852
India,Assam,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Small Millets,4.43,2.19,494.357
India,Assam,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Sesamum,11.41,8.01,702.016
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Pulses,6.37,8.48,1331.24
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Small Millets,5.281,27.03,5118.349
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Cereals,13.798,24.193,1753.392
India,Assam,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Foodgrains,2118.33,4100.71,1935.822
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,806.001,561.338,696.448
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Oilseed,5.18,5.55,1071.429
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Coarse Cereals,77.775,105.421,1355.459
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Maize,9.35,15.75,1684.492
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,133.27,246.416,1849
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Foodgrains,192.414,346.918,1802.977
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Other Pulses,2.52,3.02,1198.413
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Coarse Cereals,8.02,13.48,1680.798
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Small Millets,26.765,27.3,1020
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Urad,1.433,1.285,897
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Wheat,3.93,7.742,1970
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,203,567.214,2794.158
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Safflower,0,0,
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Oilseed,7.047,7.929,1125.177
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Safflower,0.285,0.28,982.456
India,Assam,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Rice,2050,3900.638,1902.75
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Coarse Cereals,9.597,15.543,1619.569
India,Assam,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Peas,28.68,26.008,906.834
India,Assam,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Small Millets,6.602,4.447,673.584
India,Assam,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Foodgrains,2121.373,4081.015,1923.761
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Sugarcane,1.52,29.67,19519.737
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Maize,5.98,10.38,1735.786
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Other Pulses,18,14,777.778
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Rice,131.99,276.17,2092.355
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Rice,126.085,263,2085.894
India,Assam,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Masur,29.05,22.52,775.215
India,Assam,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,,Sugarcane,25.73,993.46,38610.96
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Castorseed,16,6.464,404
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Rice,0.495,0.773,1562.29
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,114,433.998,3807
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Pulses,7.1,7.612,1072.113
India,Assam,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Peas,30.95,19.82,640.388
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Nigerseed,0,0,
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Tur,0.494,0.478,967.611
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Oilseed,28.865,29.589,1025.096
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Urad,1.118,0.966,864.043
India,Assam,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Rabi,Oilseed,286.24,174.21,608.615
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Jute and Mesta,0.27,0,0
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sunflower,0.575,0.479,833
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Maize,8.486,12.692,1495.64
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Pulses,363,180.089,496.113
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Cereals,14.002,24.013,1714.969
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Oilseed,103,235.371,2285.155
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Gram,459,559.062,1218
India,Assam,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Rapeseed and Mustard,281.01,187.52,667.307
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Linseed,0,0,
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Rabi,Oilseed,27.61,25.85,936.255
India,Assam,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Castorseed,0.94,0.56,595.745
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Coarse Cereals,45.984,86.937,1890.592
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,282,117.612,417.064
India,Assam,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Kharif,Oilseed,20.68,11.14,538.685
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Wheat,3.39,6.678,1970
India,Assam,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Jute and Mesta,76.432,160.932,2105.552
India,Assam,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Pulses,5.96,4.94,828.859
India,Assam,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,,Sugarcane,28.87,1028.16,35613.44
India,Assam,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Gram,2.05,1.43,697.561
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Groundnut,124,234.98,1895
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Groundnut,93,226.827,2439
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Groundnut,568,621.96,1095
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Sunflower,0.571,0.466,816
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Maize,9.797,16.312,1665
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Coarse Cereals,64.65,86.25,1334.107
India,Assam,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Foodgrains,561.714,1277.58,2274.431
India,Assam,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Tur,5.96,4.94,828.859
India,Assam,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Maize,31.333,91.219,2911.276
India,Assam,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Sugarcane,29.46,1038.329,35245.384
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Foodgrains,21.031,32.419,1541.472
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,962,977.001,1015.594
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,1981,4896.066,2471.512
India,Assam,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Nigerseed,7.15,4.43,619.58
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Other Pulses,4.96,6.59,1328.629
India,Assam,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Kharif,Rapeseed and Mustard,240.47,134.66,559.987
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,,Rapeseed and Mustard,4,1.38,345
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Urad,1.408,1.235,877.131
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Maize,39,55.5,1423.077
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Coarse Cereals,9.797,16.312,1665
India,Assam,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Pulses,135.757,101.981,751.203
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Sugarcane,86,6723.996,78186
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute and Mesta,1,1.88,1880
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Coarse Cereals,67.765,88.226,1301.945
India,Assam,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Oilseed,290.949,202.839,697.163
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Urad,1.44,1.243,863.194
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Other Pulses,4.938,6.054,1226.002
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Tur,0.45,0.5,1111.111
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Maize,39.303,60.218,1532.148
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Rabi,Oilseed,26.653,24.115,904.776
India,Assam,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Cereals,426.53,1208.52,2833.376
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Soyabean,3.137,4.448,1418
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Pulses,889,986.632,1109.822
India,Assam,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Tur,6.366,5.6,879.673
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Cereals,14.222,24.827,1745.707
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Mesta,0.263,0,0
India,Assam,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Gram,1.74,0.97,557.471
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Soyabean,1,1.747,1747
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,,Sugarcane,2.13,45.795,21500
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Sunflower,0.574,0.469,817
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Wheat,3.93,7.742,1970
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Pulses,6.885,8.012,1163.709
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Other Pulses,3.096,2.853,921.512
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Jowar,117,407.394,3482
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Urad,361,339.701,941
India,Assam,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Gram,2.429,1.582,651.297
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Maize,51,78.03,1530
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Jute and Mesta,0.263,0,0
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Maize,9.923,17.028,1716
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Urad,15,14.025,935
India,Assam,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Rapeseed and Mustard,279.19,168.98,605.251
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Sesamum,1.6,1.31,818.75
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Maize,41.84,63.346,1514
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Sugarcane,1.824,39.216,21500
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Small Millets,26,27,1038.462
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Urad,0.96,1.02,1062.5
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Foodgrains,200.808,296.386,1475.969
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Maize,187,1346.961,7203
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Castorseed,0.181,0.104,575
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Tur,0.806,0.665,825
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Soyabean,2,3.088,1544
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Rice,133.008,244.07,1835
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Maize,39,55.5,1423.077
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Oilseed,28.523,29.071,1019.198
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Mesta,2,3.836,1918
India,Assam,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Coarse Cereals,29.51,24.958,845.737
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,,Jute and Mesta,0,0,
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Other Pulses,3.18,3.034,954.088
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Rapeseed and Mustard,28.186,28.722,1019
India,Assam,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Castorseed,0.9,0.48,533.333
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Moong,1.1,1.4,1272.727
India,Assam,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi,Linseed,5.62,3.95,702.847
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Small Millets,22,19.008,864
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Groundnut,0.623,1.973,3166.934
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Groundnut,0.919,0.901,980
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Urad,3.94,3.65,926.396
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,10,7.15,715
India,Assam,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Cereals,2115.007,4075.415,1926.904
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Other Pulses,4.003,3.786,945.791
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Wheat,2.96,4.47,1510.135
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Tur,243,118.098,486
India,Assam,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Oilseed,19.185,12.355,643.993
India,Assam,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,,Linseed,7.17,3.73,520.223
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Sugarcane,55,4138.64,75248
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Tur,231,83.853,363
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Maize,38.65,59.25,1532.988
India,Arunachal Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Sugarcane,1.56,30.35,19455.128
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Nigerseed,4,1.82,455
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Foodgrains,1986.1,6443.213,3244.153
India,Kerala,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Coarse Cereals,0.34,0.28,823.529
India,Karnataka,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Urad,103,49,475.728
India,Jammu And Kashmir,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Bajra,9.540968351487368026,5.677359120288883786,580.517043576539930
India,Bihar,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Peas,16.401,16.736,1020.426
India,Bihar,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Coarse Cereals,237.592,549.69,2313.589
India,Haryana,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Other Pulses,0.2,0.06,300
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Barbati,2,1.3,650
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,,Jute and Mesta,2.9,0.324,111.724
India,Jharkhand,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Masur,62.1,53.662,864.122
India,Himachal Pradesh,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,,Sugarcane,1.7,33.32,19600
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Rice,1982,4684.127,2363.333
India,Bihar,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Rice,3193.77,7243.47,2268
India,Ladakh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Gram,0.0002190699290943585,0.0000730233096981195,7.3023309698119500
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Sugarcane,18.69,53.26,23506.970
India,Jammu And Kashmir,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Small Millets,13.949970905978769612,7.54184327201118262,527.475347653785991690
India,Jharkhand,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Gram,189.673,221.159,1166
India,Gujarat,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Jowar,20.28,23.626,1165
India,Delhi,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Cereals,19.412,83.599,4306.554
India,Goa,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Pulses,5.745,5.794,1008.529
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Tur,50.85,31.2,613.569
India,Manipur,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Foodgrains,45.02,115.487,2565.23
India,Jharkhand,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Foodgrains,426.41,616.9,1446.73
India,Haryana,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Coarse Cereals,33,105,3181.818
India,Manipur,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Soyabean,4.904,4.286,874
India,Kerala,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Sunflower,0,0,
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Pulses,975.5,748.398,767.194
India,Manipur,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Coarse Cereals,20,35.35,1767.5
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Rice,18,44.874,2493
India,Maharashtra,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Other Pulses,118,36,305.085
India,Karnataka,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Maize,1263,2989,2366.587
India,Himachal Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Rapeseed and Mustard,8.77,4.76,542.759
India,Nagaland,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Pulses,15.02,16.68,1110.519
India,Karnataka,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Tur,657,242,368.341
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Foodgrains,4250.3,6081.584,1430.86
India,Haryana,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Sunflower,8.9,12.4,1393.258
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Urad,1762,463.406,263
India,Maharashtra,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Cereals,3878,6821.212,1758.951
India,Jammu And Kashmir,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Coarse Cereals,7.098894132878831144,4.0977673664226348,563.18934156995278856
India,Bihar,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Pulses,57.66,62.23,1079.258
India,Gujarat,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Jowar,30,31,1033.333
India,Ladakh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Barley,0.164545857853095940,0.1039121697004240485,15.3716257613832491085
India,Delhi,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Jowar,3.242,3.113,960.21
India,Jharkhand,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Jowar,1.796,1.349,751
India,Karnataka,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Rice,977,2642,2704.197
India,Meghalaya,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Kharif,Rapeseed and Mustard,7.15,4.86,679.72
India,Karnataka,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,,Safflower,55,35,636.364
India,Jharkhand,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Sesamum,5.55,2.084,375.495
India,Mizoram,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Cotton,0.024,0.002,78
India,Delhi,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Maize,0.04,0.83,20750
India,Meghalaya,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Linseed,0.09,0.054,600
India,Karnataka,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Mesta,0,0,
India,Jharkhand,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Linseed,52.072,29.681,570
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Moong and  Moth,3.7,0.8,216.216
India,Jammu And Kashmir,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Moong,0.371726039668339014,0.160983717966603510,422.460302300238302
India,Haryana,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Foodgrains,1727.5,4838.2,2800.695
India,Delhi,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Barley,0.05,0.15,3000
India,Jammu And Kashmir,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Kulthi (Horse Gram),0.778575799620300612,0.27318449109484232,342.336266721017816838
India,Meghalaya,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Oilseed,3.87,4.93,1273.902
India,Himachal Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Barley,20.432,35.821,1753.181
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Barbati,1,0.33,330
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Jowar,220,377,1713.636
India,Bihar,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Khesari,72.76,92.07,1265.393
India,Maharashtra,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Rabi,Oilseed,286,206,720.28
India,Bihar,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Coarse Cereals,421.86,1004.99,2382.283
India,Kerala,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,,Sugarcane,1.74,165.72,95241.379
